id	domain	intent	src_utt	translated-tgt_utt
11332	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of l'après-midi from french to english with microsoft	zrób tłumaczenie l'après-midi z francuskiego na angielski z microsoftem
11333	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of j'ai besoin d'un dictionnaire français-anglais to polish from french with deepl	zrób tłumaczenie słownika j'ai besoin d'un francuski-anglais do francuskiego z głębokiem
11334	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of taxi to german from french with yandex	zrób tłumaczenie taksówki z francuskiego na niemiecki
11335	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of qu'est-ce que vous avez à la pression to english from french with deepl	zrób tłumaczenie qu'est-ce que has à la pression na angielski z francuskiego na głęboki
11336	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of is breakfast included from english to german with google	zrób tłumaczenie z języka angielskiego na niemiecki z google
11337	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of i need an english-language newspaper from english to spanish with microsoft	zrób tłumaczenie czego potrzebuję jako gazety w języku angielskim z angielskiego na hiszpański z microsoft
11338	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of hi how are you from english to italian with deepl	zrób tłumaczenie cześć jak się masz z angielskiego na włoski z deepl
11339	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of brown to german from english with microsoft	zrób tłumaczenie z brązowego na niemiecki z angielskiego na microsoft
11340	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of right to spanish from english with deepl	zrób tłumaczenie prawa do hiszpańskiego z angielskiego z deeppl
11341	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of rice to italian from english with yandex	zrób tłumaczenie ryżu z włoskiego na angielski z yandex
11342	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of to nagła potrzeba from polish to english with microsoft	zrób tłumaczenie z nagła potrzeba z polski na angielski z microsoft
11343	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of dwieście from polish to german with deepl	zrób tłumaczenie dwieście z polski na niemiecki z głową
11344	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of pięćdziesiąt from polish to italian with google	zrób tłumaczenie pięćdziesiąt z polski na włoski z google
11345	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of dworzec autobusowy dworzec pks from polish to french with microsoft	zrób tłumaczenie dworzec autobusowy dworzec pks z języka polskiego na francuski z microsoftem
11346	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of rybę to english from polish with deepl	zrób tłumaczenie z ryba na angielski z polskiego na głęboki
11347	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of potrzebuję pocztówkę to german from polish with yandex	zrób tłumaczenie potrzebuję pocztówkę do niemieckiego z polskiego na yandex
11348	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of trasa to italian from polish with microsoft	zrób tłumaczenie trasa na włoski z polskiego na microsoft
11349	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of to pilne to french from polish with deepl	zrób tłumaczenie z pilne na francuski z polskiego na głęboki
11350	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of vorfahrt gewähren from german to spanish with microsoft	zrób tłumaczenie vorfahrt gewähren z niemieckiego na hiszpański z microsoftem
11351	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of eins from german to italian with deepl	zrób tłumaczenie eins z niemieckiego na włoski z deeppl
11352	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of having seaine and safe from german to french with the antics	zrób tłumaczenie mające morze i bezpieczne z niemieckiego na francuski z antics
11353	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of haben sie einen safe from german to french with yandex	zrób tłumaczenie have sie einen safe z niemieckiego na francuski z yandex
11354	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of billigeres to english from german with google	zrób tłumaczenie cheaperes z angielskiego na niemiecki z google
11355	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of versenden sie auch to spanish from german with deepl	zrób tłumaczenie versenden sie też do hiszpańskiego z niemiecka z deepl
11356	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of gibt es eine spezialität des hauses to italian from german with yandex	zrób tłumaczenie gibt es eine specialalität des hauses z włoskich do niemieckich z yandex
11357	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of das ist ein notfall to french from german with google	zrób tłumaczenie das ist ein notfall na francuski z google
11358	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of el pescado from spanish to german with deepl	zrób tłumaczenie słowa el pescado z hiszpańskiego na niemiecki
11359	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of aceptan libras esterlinas británicas from spanish to italian with google	zrób tłumaczenie acceptan libras esterlinas brytyjicas z hiszpańskiego na włoski z google
11360	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of con permiso to french from spanish with deepl	zrób tłumaczenie con permiso na francuski z hiszpańskiego na głęboki
11361	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of potete cambiare dei dollari americani per me from italian to polish with yandex	zrób tłumaczenie potete changeare dei dollari amerani per me z włoskich na polski z yandex
11362	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of la prossima settimana from italian to german with google	zrób tłumaczenie tygodnia la prossima z włoskich na niemieckie
11363	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of ho bisogno di una matita from italian to english with deepl	zrób tłumaczenie ho bisogno di una matita z włoskich na angielskie z deepl
11364	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of ho bisogno di un giornale in inglese from italian to french with yandex	zrób tłumaczenie ho bisogno di un giornale w języku angielskim z włoskich na francuski z yandex
11365	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of club soda to polish from italian with google	zrób tłumaczenie club soda z polski na włoski z google
11366	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of mi scusi to german from italian with microsoft	zrób tłumaczenie mi scusi na niemiecki z włoskich na microsoft
11367	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of posso avere una busta to spanish from italian with deepl	zrób tłumaczenie mogę mieć una busta do hiszpańskiego z włoski na głową
11368	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of benzina to english from italian with yandex	zrób tłumaczenie benziny z angielskiego na włoski z yandex
11369	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of non lo so to french from italian with google	zrób tłumaczenie nie lo na francuski z włoski na google
11370	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of à quelle heure fermez-vous from french to polish with microsoft	zrób tłumaczenie à quelle heure fermez-vous z francuskiego na polski z microsoftem
11371	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of annuel from french to german with deepl	zrób tłumaczenie roku z francuskiego na niemiecki z deeppl
11372	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of de l'eau from french to spanish with yandex	zrób tłumaczenie de l'eau z francuskiego na hiszpański z yandex
11373	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of j'ai été violé from french to english with microsoft	zrób tłumaczenie słowa j'ai été violé z francuskiego na angielski z microsoftem
11374	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of au secours to polish from french with deepl	zrób tłumaczenie au secours na polski z francuskiego na głęboki
11375	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of pouvez-vous me faire le change sur un traveler's chèque to german from french with yandex	zrób tłumaczenie z kanadyjczyka na francuski z yandexem
11376	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of du jambon to spanish from french with google	zrób tłumaczenie du jambon na hiszpański z francuskiego na google
11377	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of où puis-je trouver un distributeur de billets to italian from french with microsoft	zrób tłumaczenie kde puis-je trouver un distributor de billets do włoska z francuskiego na microsoft
11378	Translate	TranslateTextFromLanguageToLanguageWithEngine	what english phrase it was delicious means in other languages	jaka fraza angielska była pyszne w innych językach
11379	Translate	TranslateTextFromLanguageToLanguageWithEngine	what english phrase beer means in other languages	jaka angielska fraza znaczy w innych językach
11380	Translate	TranslateTextFromLanguageToLanguageWithEngine	what english text do you accept credit cards means in other languages	jaki angielski tekst akceptujesz karty kredytowe znaczy w innych językach
11381	Translate	TranslateTextFromLanguageToLanguageWithEngine	what english text light means in other languages	co znaczy angielskie światło tekstowe w innych językach
11382	Translate	TranslateTextFromLanguageToLanguageWithEngine	what english text tomorrow means in other languages	jaki angielski tekst jutro znaczy w innych językach
