id	domain	intent	src_utt	translated-tgt_utt	eval_text_translation
10098	Translate	SetDefaultLanguageToLanguage	switch default input language to french	przełącz język wejściowy na francuski	1
10111	Translate	SetDefaultLanguageToLanguage	remember default source language to finnish	pamiętaj domyślny język źródłowy do finlandzkiego	0
10097	Translate	SetDefaultLanguageToLanguage	switch default source language to thai	przełącz język źródłowy domyślny na tajski	0
10091	Translate	SetDefaultLanguageToLanguage	set default source language to turkish	ustaw domyślny język źródłowy na turecki	1
10113	Translate	SetDefaultLanguageToLanguage	i want to translate this sentence from polish	chcę tłumaczyć to zdanie z polskiego	1
10089	Translate	SetDefaultLanguageToLanguage	set input language to czech	ustaw język wejściowy na czeskie	0
8715	Slack	SetPurposeOnChannel	change the purpose of user experience design slack channel to decision	zmień cel projektu kanału użytkownika na slacku na decyzję	0
8713	Slack	SetPurposeOnChannel	change the purpose for slack channel linkedin ads to user impact	zmień cel reklam kanału slackowego linkedin na wpływ użytkownika	0
8712	Slack	SetPurposeOnChannel	change the purpose for seo campaign channel to user log on slack	zmień cel kanału kampanijnej na slacku użytkownika	0
8710	Slack	SetPurposeOnChannel	change purpose of slack channel iran to 1 on 1	zmień cel slackowego kanału iran na 1 na 1	1
8704	Slack	SetPurposeOnChannel	set the purpose for pay per click advertising slack channel to user log	ustaw cel slackowego kanału reklamowego pay per click na dziennik użytkownika	1
8708	Slack	SetPurposeOnChannel	set the purpose of beijing slack channel to bug fix	ustaw cel opiekuna kanału na slacku na poprawę błędu	0
8707	Slack	SetPurposeOnChannel	set the purpose of slack channel croatia to decisions	ustaw cel slackowego kanału <a>croatia<a> na decyzje	1
8717	Slack	SetPurposeOnChannel	on slack set channel purpose of channel due diligence to user log	ustaw cel slackowego kanału due diligence dla użytkownika	0
8709	Slack	SetPurposeOnChannel	change purpose of channel finance taiwan to testing on slack	zmień cel slackowego kanału finance taiwan do testowania	0
8701	Slack	SetPurposeOnChannel	set the purpose for channel social media marketing to 1 on 1 on slack	ustaw cel slackowego kanału marketingowego na 1 na 1	1
8726	Slack	SetStatusAway	mark me as inactive on slack	oznacz mnie jako niedostępną na slacku	1
8727	Slack	SetStatusAway	switch my status to inactive	przełącz mój stan na slacku na niedostępny	1
8722	Slack	SetStatusAway	change my status on slack to inactive	zmień mój status na slacku na niedostępną	1
8729	Slack	SetStatusAway	switch my status on slack to inactive	przełącz mój stan na slacku na niedostępną	1
8731	Slack	SetStatusAway	do not disturb me please	nie przeszkadzaj mi proszę	1
8730	Slack	SetStatusAway	do not disturb me	nie przeszkadzaj mi	1
8723	Slack	SetStatusAway	change my status on slack to away	zmień mój status na slacku na nieobecną	1
8724	Slack	SetStatusAway	change my status on slack to active	zmień mój status na slacku na niedostępną	1
8728	Slack	SetStatusAway	switch my status on slack to not away	przełącz mój stan na slacku na niedostępny	1
8725	Slack	SetStatusAway	set my status as inactive on slack	ustaw mój status na slacku na niedostępną	1
3500	Airconditioner	SetTemperatureBetweenValues	set the low temperature to 23 degree on my thermostat and the high to 29 degree	ustaw niską temperaturę na moim termostacie na 23 stopni i najwyższą na 29 stopni	1
3509	Airconditioner	SetTemperatureBetweenValues	regulate the temperature between 23 degree and 29 degree on thermostat	regulacja temperatury na termostacie pomiędzy 23 a 29 stopni	1
3498	Airconditioner	SetTemperatureBetweenValues	set the temperature between 23 degree and 29 degree on my thermostat	nastaw temperaturę na moim termostacie pomiędzy 23 a 29 stopni	1
3517	Airconditioner	SetTemperatureBetweenValues	balance temperature between 23 degree and 29 degree	zrób temperaturę pomiędzy 23 a 29 stopni	1
3499	Airconditioner	SetTemperatureBetweenValues	set low temperature to 23 degree on my thermostat and the high to 29 degree	ustaw niską temperaturę na moim termostacie na 23 stopni i najwyższą na 29 stopni	1
3501	Airconditioner	SetTemperatureBetweenValues	adjust the temperature between 23 degree and 29 degree on my thermostat	dostosuj temperaturę na moim termostacie pomiędzy 23 a 29 stopni	1
3506	Airconditioner	SetTemperatureBetweenValues	turn up the temperature above 23 degree but keep it lower than and 29 degree on thermostat	podkręć temperaturę powyżej 23 stopni ale poniżej 29 stopni na termostacie	1
3515	Airconditioner	SetTemperatureBetweenValues	calibrate the low temperature to 23 degree on my thermostat and the high to 29 degree	kalibruj niską temperaturę na moim termostacie na 23 stopni i najwyższą na 29 stopni	0
3518	Airconditioner	SetTemperatureBetweenValues	balance temperature between 23 degree and 29 degree degrees	równanie temperatury pomiędzy 23 a 29 stopni	0
3510	Airconditioner	SetTemperatureBetweenValues	regulate the temperature between 23 degree and 29 degree on my thermostat	reguluj temperaturę na moim termostacie pomiędzy 23 a 29 stopni	1
3550	Airconditioner	SetTemperatureOnDevice	a just minimum an maximum temperatures on my attic firmess stat	tylko minimalne temperatury maksymalne na moim statucie firmowej	0
3558	Airconditioner	SetTemperatureOnDevice	i want new temperature on my dining room	chcę nową temperaturę w moim jadalni	0
3530	Airconditioner	SetTemperatureOnDevice	set the temperature on my bedroom thermostat	ustaw temperaturę na moim termostacie w sypialni	1
3546	Airconditioner	SetTemperatureOnDevice	adjust temperature on my home gym thermostat	dostosuj temperaturę na moim termostacie w gimnastyce	0
3547	Airconditioner	SetTemperatureOnDevice	adjust temperature on my garage thermostat	dostosuj temperaturę na moim termostacie w garażu	1
3540	Airconditioner	SetTemperatureOnDevice	modify temperature on my library thermostat	modyfikuj temperaturę na moim termostacie w bibliotece	1
3525	Airconditioner	SetTemperatureOnDevice	change the minimum and maximum temperatures on my playroom thermostat	zmień temperaturę minimalną i maksymalną na termostacie w mojej sali odtwarzania	0
3542	Airconditioner	SetTemperatureOnDevice	modify minimum and maximum temperatures on my powder room thermostat	modyfikuj temperaturę minimalną i maksymalną na termostacie w moim pomieszczeniu	0
3533	Airconditioner	SetTemperatureOnDevice	set the minimum and maximum temperatures on my keeping room thermostat	przestaw temperaturę minimalną i maksymalną na moim termostacie w salonie	1
3536	Airconditioner	SetTemperatureOnDevice	modify temperature on den thermostat	modyfikuj temperaturę na termostacie	1
3651	Airconditioner	SetTemperatureToValue	modify my thermostat to 18 degree	modyfikuj mój termostat na 18 degree	1
3649	Airconditioner	SetTemperatureToValue	modify the temperature to 15 degrees celsius on my thermostat	zmień temperaturę na moim termostacie na 15 degrees celsius	1
3645	Airconditioner	SetTemperatureToValue	set my thermostat to 26 degrees celsius	ustaw mój termostat na 26 degrees celsius	1
3657	Airconditioner	SetTemperatureToValue	adjust the temperature to 17 degrees celsius on my thermostat	ustaw temperaturę na moim termostacie na 17 degrees celsius	1
3625	Airconditioner	SetTemperatureToValue	change the temperature on my thermostat to 14 degrees celsius	zmień temperaturę na moim termostacie na 14 degrees celsius	1
3666	Airconditioner	SetTemperatureToValue	80 degrees would be ideal temperature because it is too hot in here	80 degrees byłaby idealna temperatura, bo jest tu za gorąco	1
3637	Airconditioner	SetTemperatureToValue	set the temperature on my thermostat to 82 degrees fahrenheit	ustaw temperaturę na moim termostacie na 82 degrees fahrenheit	1
3665	Airconditioner	SetTemperatureToValue	80 degrees would be ideal temperature because it is too hot in here	80 degrees byłaby idealna temperatura, bo jest tu za gorąco	1
3629	Airconditioner	SetTemperatureToValue	change the temperature to 81 degrees fahrenheit on my thermostat	zmień temperaturę na moim termostacie na 81 degrees fahrenheit	1
3630	Airconditioner	SetTemperatureToValue	change my firmest et to a treter degrees farenheight	zmień mój silnik na treter degrees farenheight	0
3574	Airconditioner	SetTemperatureToValueOnDevice	change temperature on my home office thermostat to 80 degrees	zmień temperaturę na moim termostacie w biurze na 80 degrees	1
3602	Airconditioner	SetTemperatureToValueOnDevice	modify the temperature to eighty in degrees fair in height on my spawtherm istete	modyfikuj temperaturę na osiemdziesiątce w toruniu degrees w wysokości na moim toruniu	0
3592	Airconditioner	SetTemperatureToValueOnDevice	modify the temperature to 22 degree on my game room thermostat	zmień temperaturę na moim termostacie w salonie na 22 degree	1
3612	Airconditioner	SetTemperatureToValueOnDevice	adjust my adam room thermostat to 79 degrees fahrenheit	dostosuj temperaturę na moim termostacie w salonie na 79 degrees fahrenheit	1
3610	Airconditioner	SetTemperatureToValueOnDevice	adjust the temperature to 78 degrees fahrenheit on my foyer thermostat	dostosuj temperaturę na moim termostacie w foyeru do 78 degrees fahrenheit	1
3593	Airconditioner	SetTemperatureToValueOnDevice	modify the temperature to 15 degrees celsius on my music room thermostat	modyfikuj temperaturę na moim termostacie w salonie na 15 degrees celsius	1
3621	Airconditioner	SetTemperatureToValueOnDevice	let den set temperature to 24 degree	ustaw temperaturę na 24 stopni	0
3596	Airconditioner	SetTemperatureToValueOnDevice	modify my basement thermostat to 18 degree	modyfikuj mój termostat na podłogę na 18 degree	0
3567	Airconditioner	SetTemperatureToValueOnDevice	change the temperature to 14 degrees celsius on my basement thermostat	zmień temperaturę na moim termostacie w basenie na 14 degrees celsius	0
3572	Airconditioner	SetTemperatureToValueOnDevice	change my family room thermostat to 21 degree	zmień temperaturę na moim termostacie w salonie na 21 degree	0
8739	Slack	SetTopicInChannel	save topic of channel steps to bug fix	zapisz temat slackowego kanału i poprawić błędy	0
8732	Slack	SetTopicInChannel	change the topic for minsk channel to party on slack	zmień temat slackowego kanału minsk na party	1
8736	Slack	SetTopicInChannel	set the topic of slack channel jogging to scrum	ustaw temat slackowego kanału jogging na scrum	1
8734	Slack	SetTopicInChannel	change the topic of party slack channel to decisions	zmień temat slackowego kanału party na decyzje	1
8733	Slack	SetTopicInChannel	change the topic of slack channel work to bug fix	zmień temat slackowego kanału który działa na poprawę błędów	0
8740	Slack	SetTopicInChannel	helicopters is here to discuss milestone 1 topic	śmigłowcy są tu aby omówić temat milestone 1	0
8737	Slack	SetTopicInChannel	on slack change channel topic of channel timeline to news	zmień temat slackowego kanału na nowości	0
8735	Slack	SetTopicInChannel	set the topic for my fellas channel to milestone 2 on slack	ustaw temat na slackowym kanale milestone 2	0
8738	Slack	SetTopicInChannel	on slack set channel topic of channel memorandum to mona birthday	ustaw temat slackowego kanału memorandum to mona birthday	1
7337	Gdrive	ShareFileWithNameToAddress	send my configfs to ames.steffes@gmail.com and give a permission to read and write	wyślij moje konfiguracje do ames.steffes@gmail.com i daj pozwolenie na czytanie i pisanie	1
7330	Gdrive	ShareFileWithNameToAddress	share vexpress with sarah_odonnell@yahoo.com and give a permission for reading	udostępnij wiadomość z sarah_odonnell@yahoo.com i daj pozwolenie na czytanie	0
7342	Gdrive	ShareFileWithNameToAddress	give enron.services@gmail.com access to my gloo	daj enron.services@gmail.com dostęp do mojej gloo	0
7339	Gdrive	ShareFileWithNameToAddress	ive jag an affectionally eccess tto bugs with permission to add it	ja popełniam błędy emocjonalne z pozwoleniem na ich dodanie	0
7344	Gdrive	ShareFileWithNameToAddress	give jordan@haas.berkeley.edu access to my daily dialog with option to read	daj jordan@haas.berkeley.edu dostęp do mojego codziennego okna z opcją odczytu	0
7347	Gdrive	ShareFileWithNameToAddress	give k_gwozdz@yahoo.com access to my iop with permission to read	daj k_gwozdz@yahoo.com dostęp do mojego iopa z zezwoleniem na czytanie	0
7343	Gdrive	ShareFileWithNameToAddress	give jan.haizmann@gmail.com access to my sis with option to edit	daj jan.haizmann@gmail.com dostęp do mojej sesji z opcją do edycji	0
7346	Gdrive	ShareFileWithNameToAddress	give ibuyit.approvers@gmail.com access to my vector with permission to edit	daj ibuyit.approvers@gmail.com dostęp do mojego wektoru z zezwoleniem na edycję	0
7334	Gdrive	ShareFileWithNameToAddress	send fngram count to catherine.huynh@gmail.com and give a permission to read and write	wyślij fngram na catherine.huynh@gmail.com i daj pozwolenie na czytanie i pisanie	0
7338	Gdrive	ShareFileWithNameToAddress	give brenda.barreda@gmail.com access to cluster with option to read and write	daj brenda.barreda@gmail.com dostęp do grupy z opcją czytania i zapisu	0
7114	Facebook	ShowAlbumWithName	search for my photos in the album old friends	wyszukaj moje zdjęcia w albumie starych przyjaciół	1
