id	domain	intent	src	src_bio	src_xml	translated-tgt_xml	translated-tgt_plain_post	eval_text_translation	eval_slot_translation
8657	Slack	SendPictureToChannelWithCaption	post a picture on slack to ottawa with caption socialist	o o o o o o b-channel o o b-caption	post a picture on slack to <b>ottawa<b> with caption <a>socialist<a>	prześlij zdjęcie na slackowy kanał <b>ottawa<b> z podpisem <a>dziękuję<a>	prześlij zdjęcie na slackowy kanał ottawa z podpisem dziękuję	0	0
8654	Slack	SendPictureToChannelWithCaption	create a post on seo campaign channel with a picture and caption kriste	o o o o b-channel i-channel o o o o o o b-caption	create a post on <b>seo campaign<b> channel with a picture and caption <a>kriste<a>	utwórz wiadomość ze zdjęcie na slackowy kanał <b>seo campaign<b> z podpisem <a>dobranoc<a>	utwórz wiadomość ze zdjęcie na slackowy kanał seo campaign z podpisem dobranoc	0	0
8665	Slack	SendPictureToChannelWithCaption	attach picture to game development with caption hebert	o o o b-channel i-channel o o b-caption	attach picture to <b>game development<b> with caption <a>hebert<a>	załącz zdjęcie z podpisem <a>nie wierze<a> do <b>game development<b>	załącz zdjęcie z podpisem nie wierze do game development	0	0
8685	Slack	SendPictureWithUrlToChannel	send url bit.ly/5RTHNrw to sales lima on slack	o o b-picture_url o b-channel i-channel o o	send url <a>bit.ly/5RTHNrw<a> to <b>sales lima<b> on slack	wyślij zdjęcie z <a>bit.ly/5RTHNrw<a> na slackowy kanał <b>sales lima<b>	wyślij zdjęcie z bit.ly/5RTHNrw na slackowy kanał sales lima	0	0
8688	Slack	SendPictureWithUrlToChannel	create a post with url bit.ly/C4VaE3L to ankara on slack	o o o o o b-picture_url o b-channel o o	create a post with url <a>bit.ly/C4VaE3L<a> to <b>ankara<b> on slack	utwórz zdjęcie z <a>bit.ly/C4VaE3L<a> na slackowy kanał <b>ankara<b>	utwórz zdjęcie z bit.ly/C4VaE3L na slackowy kanał ankara	0	1
8689	Slack	SendPictureWithUrlToChannel	post url www.tinyurl.com/4F2rp31 to finance japan on slack	o o b-picture_url o b-channel i-channel o o	post url <a>www.tinyurl.com/4F2rp31<a> to <b>finance japan<b> on slack	prześlij zdjęcie z <a>www.tinyurl.com/4F2rp31<a> na slackowy kanał <b>finance japan<b>	prześlij zdjęcie z www.tinyurl.com/4F2rp31 na slackowy kanał finance japan	0	1
8684	Slack	SendPictureWithUrlToChannel	send link shorturl.at/1UPJJUw to sales london on slack	o o b-picture_url o b-channel i-channel o o	send link <a>shorturl.at/1UPJJUw<a> to <b>sales london<b> on slack	wyślij zdjęcie z <a>shorturl.at/1UPJJUw<a> na slackowy kanał <b>sales london<b>	wyślij zdjęcie z shorturl.at/1UPJJUw na slackowy kanał sales london	0	1
8686	Slack	SendPictureWithUrlToChannel	share link shorturl.at/yPfbD37 to expressionism art project on slack	o o b-picture_url o b-channel i-channel i-channel o o	share link <a>shorturl.at/yPfbD37<a> to <b>expressionism art project<b> on slack	utwórz zdjęcie z <a>shorturl.at/yPfbD37<a> na slackowy kanał <b>expressionism art project<b>	utwórz zdjęcie z shorturl.at/yPfbD37 na slackowy kanał expressionism art project	0	1
8687	Slack	SendPictureWithUrlToChannel	upload picture shorturl.at/6L0RWEo to digital art project on slack	o o b-picture_url o b-channel i-channel i-channel o o	upload picture <a>shorturl.at/6L0RWEo<a> to <b>digital art project<b> on slack	prześlij zdjęcie <a>shorturl.at/6L0RWEo<a> na slackowy kanał <b>digital art project<b>	prześlij zdjęcie shorturl.at/6L0RWEo na slackowy kanał digital art project	0	1
8691	Slack	SendPictureWithUrlToChannel	attach url to message on pay per click advertising channel	o o o o o b-channel i-channel i-channel i-channel o	attach url to message on <a>pay per click advertising<a> channel	załącz adres <a>url<a> do wiadomości kanału <a>pay per click advertising<a>	załącz adres url do wiadomości kanału pay per click advertising	1	1
8690	Slack	SendPictureWithUrlToChannel	submit url cutt.ly/eqzfmL0 to romania slack channel	o o b-picture_url o b-channel o o	submit url <a>cutt.ly/eqzfmL0<a> to <b>romania<b> slack channel	prześlij url <a>cutt.ly/eqzfmL0<a> na kanał slackowy <b>romania<b>	prześlij url cutt.ly/eqzfmL0 na kanał slackowy romania	1	1
8694	Slack	SendSlackMessage	create a message on slack	o o o o o	create a message on slack	utwórz wiadomość na slacku	utwórz wiadomość na slacku	1	1
8695	Slack	SendSlackMessage	create messages on slack	o o o o	create messages on slack	utwórz wiadomość na slacku	utwórz wiadomość na slacku	1	1
8693	Slack	SendSlackMessage	write a message on slack	o o o o o	write a message on slack	napisz wiadomość na slacku	napisz wiadomość na slacku	1	1
8696	Slack	SendSlackMessage	upload a message on slack	o o o o o	upload a message on slack	prześlij wiadomość na slacku	prześlij wiadomość na slacku	1	1
8698	Slack	SendSlackMessage	send new dm on slack	o o o o o	send new dm on slack	prześlij wiadomość na slacku	prześlij wiadomość na slacku	1	1
8692	Slack	SendSlackMessage	send a message on slack	o o o o o	send a message on slack	prześlij wiadomość na slacku	prześlij wiadomość na slacku	1	1
8697	Slack	SendSlackMessage	compose a message on slack	o o o o o	compose a message on slack	stwórz wiadomość na slacku	stwórz wiadomość na slacku	1	1
12913	Twitter	SendTwitterMessage	share with others on twitter that last monday of high school ever	o o o o o o b-message i-message i-message i-message i-message i-message	share with others on twitter that <a>last monday of high school ever<a>	udostępnij to z innymi na twitterze <a>w ostatni poniedziałek szkoły średniej<a>	udostępnij to z innymi na twitterze w ostatni poniedziałek szkoły średniej	0	1
12905	Twitter	SendTwitterMessage	upload a dm on twitter saying never watching a film about a dog again	o o o o o o b-message i-message i-message i-message i-message i-message i-message i-message	upload a dm on twitter saying <a>never watching a film about a dog again<a>	na twitterze przesyłam wiadomość <a>jeszcze trochę i odpoczniemy od was<a>	na twitterze przesyłam wiadomość jeszcze trochę i odpoczniemy od was	0	0
12882	Twitter	SendTwitterMessage	send a message on twitter saying will tweet later peace	o o o o o o b-message i-message i-message i-message	send a message on twitter saying <a>will tweet later peace<a>	wyślij wiadomość na twitterze o treści <a>co z opolem? też mamy niedaleko prószków<a>	wyślij wiadomość na twitterze o treści co z opolem? też mamy niedaleko prószków	0	0
12889	Twitter	SendTwitterMessage	send a direct message on twitter saying i lost two followers	o o o o o o o b-message i-message i-message i-message	send a direct message on twitter saying <a>i lost two followers<a>	wyślij wiadomość na twitterze o treści <a>co z opolem? też mamy niedaleko prószków<a>	wyślij wiadomość na twitterze o treści co z opolem? też mamy niedaleko prószków	0	0
12908	Twitter	SendTwitterMessage	upload a direct message on twitter saying omg now it's leaving on a jet plane	o o o o o o o b-message i-message i-message i-message i-message i-message i-message i-message	upload a direct message on twitter saying <a>omg now it's leaving on a jet plane<a>	na twitterze przesyłam wiadomość <a>ona naprawdę jest taka głupia na jaką wygląda<a>	na twitterze przesyłam wiadomość ona naprawdę jest taka głupia na jaką wygląda	0	0
12893	Twitter	SendTwitterMessage	write a direct message on twitter saying grrrthe dog barked all night longno sleep for me	o o o o o o o b-message i-message i-message i-message i-message i-message i-message i-message i-message	write a direct message on twitter saying <a>grrrthe dog barked all night longno sleep for me<a>	napisz na twittera wiadomość <a>pogięło go do cna<a>	napisz na twittera wiadomość pogięło go do cna	0	0
12894	Twitter	SendTwitterMessage	write a direct message on twitter saying pixar has out done itself with up!	o o o o o o o b-message i-message i-message i-message i-message i-message i-message	write a direct message on twitter saying <a>pixar has out done itself with up!<a>	napisz na twittera wiadomość <a>ona naprawdę jest taka głupia na jaką wygląda<a>	napisz na twittera wiadomość ona naprawdę jest taka głupia na jaką wygląda	0	0
12911	Twitter	SendTwitterMessage	share with others on twitter that i love this kind of weather	o o o o o o b-message i-message i-message i-message i-message i-message	share with others on twitter that <a>i love this kind of weather<a>	udostępnij z innymi na twitterze że <a>wielbiam tę pogodę<a>	udostępnij z innymi na twitterze że wielbiam tę pogodę	0	0
12906	Twitter	SendTwitterMessage	upload a direct message on twitter saying thinking of a life as a star	o o o o o o o b-message i-message i-message i-message i-message i-message i-message	upload a direct message on twitter saying <a>thinking of a life as a star<a>	na twitterze prześlij wiadomość o treści <a>chyba liczy na kawałek medialnego tortu<a>	na twitterze prześlij wiadomość o treści chyba liczy na kawałek medialnego tortu	0	0
12897	Twitter	SendTwitterMessage	compose a dm on twitter saying got the post holiday blues	o o o o o o b-message i-message i-message i-message i-message	compose a dm on twitter saying <a>got the post holiday blues<a>	na twitterze stwórz pw o treści <a>got the post holiday blues<a>	na twitterze stwórz pw o treści got the post holiday blues	1	1
10139	Translate	SetDefaultLanguage	remember default translation language to finnish	o o o o o b-all_lang	remember default translation language to <a>finnish<a>	pamiętaj język domyślnego tłumaczenia na <a>finnish<a>	pamiętaj język domyślnego tłumaczenia na finnish	0	1
10129	Translate	SetDefaultLanguage	change output language to thai	o o o o b-all_lang	change output language to <a>thai<a>	zmień język wyjścia na <a>tajski<a>	zmień język wyjścia na tajski	1	1
10140	Translate	SetDefaultLanguage	remember default output language to esperanto	o o o o o b-all_lang	remember default output language to <a>esperanto<a>	ustaw domyślny język wyjścia na <a>esperanto<a>	ustaw domyślny język wyjścia na esperanto	1	1
10137	Translate	SetDefaultLanguage	save default output language to polish	o o o o o b-all_lang	save default output language to <a>polish<a>	zapisz język wyjścia domyślnie na <a>polski<a>	zapisz język wyjścia domyślnie na polski	1	1
10133	Translate	SetDefaultLanguage	switch default language to hawaiian	o o o o b-all_lang	switch default language to <a>hawaiian<a>	przełącz język domyślny na <a>hawaiian<a>	przełącz język domyślny na hawaiian	1	1
10131	Translate	SetDefaultLanguage	change default output language to esperanto	o o o o o b-all_lang	change default output language to <a>esperanto<a>	zmień język wyjścia domyślnego na <a>esperanto<a>	zmień język wyjścia domyślnego na esperanto	1	1
10136	Translate	SetDefaultLanguage	save default translation language to russian	o o o o o b-all_lang	save default translation language to <a>russian<a>	zapisz język tłumaczenia domyślnego na <a>rosyjski<a>	zapisz język tłumaczenia domyślnego na rosyjski	1	1
10127	Translate	SetDefaultLanguage	set te fault language to japanus	o o o o o o	set te fault language to japanus	ustaw język te fault na japoński	ustaw język te fault na japoński	0	1
10135	Translate	SetDefaultLanguage	save default language to japanease	o o o o b-all_lang	save default language to <a>japanease<a>	zapisz język domyślny na <a>japanease<a>	zapisz język domyślny na japanease	0	1
10138	Translate	SetDefaultLanguage	remember output language to thai	o o o o b-all_lang	remember output language to <a>thai<a>	zapamiętaj język wyjścia na <a>tajski<a>	zapamiętaj język wyjścia na tajski	0	1
10101	Translate	SetDefaultLanguageToLanguage	save input language to japanease	o o o o b-all_lang	save input language to <a>japanease<a>	zapisz język wejściowy w <a>japanease<a>	zapisz język wejściowy w japanease	0	1
10105	Translate	SetDefaultLanguageToLanguage	remember default input language to hawaiian	o o o o o b-all_lang	remember default input language to <a>hawaiian<a>	ustaw domyślny język wejściowy na <a>hawaiian<a>	ustaw domyślny język wejściowy na hawaiian	0	1
10098	Translate	SetDefaultLanguageToLanguage	switch default input language to french	o o o o o b-all_lang	switch default input language to <a>french<a>	przełącz język wejściowy na <a>francuski<a>	przełącz język wejściowy na francuski	1	1
10093	Translate	SetDefaultLanguageToLanguage	change input language to greek	o o o o b-all_lang	change input language to <a>greek<a>	zmień język wejściowy na <a>greek<a>	zmień język wejściowy na greek	0	1
10111	Translate	SetDefaultLanguageToLanguage	remember default source language to finnish	o o o o o b-all_lang	remember default source language to <a>finnish<a>	język źródłowy domyślnie zapamiętaj na <a>finnish<a>	język źródłowy domyślnie zapamiętaj na finnish	0	1
10116	Translate	SetDefaultLanguageToLanguage	i want to translate that sentence from thai	o o o o o o o b-all_lang	i want to translate that sentence from <a>thai<a>	chcę tłumaczyć to zdanie z <a>tajsku<a>	chcę tłumaczyć to zdanie z tajsku	0	1
